Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"OMEPRAZOL 20MG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","2898","2898","","correto","1425","1425","","correto","1405","1405","","correto","1405","1405","","correto","1449","1449","","correto","1408","1408","","correto","1495","1495","","correto","1408","1408","","correto","1505","1505","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","1505","1505","","correto","24080","24080","","correto","24080","14786","9294","incorreto","138663","138663","","correto",
"CLARITROMICINA 500 MG","CAF",91.30,"1","1","","correto","2","2","","correto","4","4","","correto","6","6","","correto","10","10","","correto","23","23","","correto","9","9","","correto","30","30","","correto","70","70","","correto","20","20","","correto","25","25","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","20","20","","correto","210","210","","correto","210","0","210","incorreto","1030","1030","","correto",
"SALBUTAMOL GOTAS","CAF",91.30,"0","0","","correto","0","0","","correto","2","2","","correto","2","2","","correto","3","3","","correto","4","4","","correto","3","3","","correto","6","6","","correto","2","2","","correto","0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","6","6","","correto","6","5","1","incorreto","7","7","","correto",
"ADESIVO NICOTINA 14 MG","CAF",91.30,"3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","4","4","","correto","16","16","","correto","4","4","","correto","20","20","","correto","98","98","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","42","42","","correto","42","42","","correto","42","42","","correto","46","46","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","19","19","","correto","294","294","","correto","294","0","294","incorreto","1001","1001","","correto",
"OMEPRAZOL SODICO PO INJETAVEL","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","50","50","","correto","20","20","","correto","63","63","","correto","21","21","","correto","4","4","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","4","4","","correto","5","5","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","80","80","","correto","80","19","61","incorreto","294","294","","correto",
"ACIDO VALPROICO 250 MG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","2356","2356","","correto","880","880","","correto","875","875","","correto","825","825","","correto","788","788","","correto","768","768","","correto","628","628","","correto","768","768","","correto","755","755","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","880","880","","correto","14080","14080","","correto","14080","5330","8750","incorreto","67925","67925","","correto",
"AMBROXOL XAROPE ADULTO","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","96","96","","correto","69","69","","correto","53","53","","correto","45","45","","correto","40","40","","correto","35","35","","correto","40","40","","correto","36","36","","correto","36","36","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","69","69","","correto","1104","1104","","correto","1104","711","393","incorreto","3515","3515","","correto",
"FITOMENADIONA 10MG/ML INJ","CAF",91.30,"0","0","","correto","1","1","","correto","1","1","","correto","2","2","","correto","4","4","","correto","14","14","","correto","3","3","","correto","17","17","","correto","80","80","","correto","0","0","","correto","50","50","","correto","50","50","","correto","30","30","","correto","30","30","","correto","40","40","","correto","10","10","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","11","11","","correto","240","240","","correto","240","190","50","incorreto","568","568","","correto",
"CARVEDILOL 6,25 MG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","83","83","","correto","360","360","","correto","240","240","","correto","225","225","","correto","225","225","","correto","210","210","","correto","195","195","","correto","180","180","","correto","195","195","","correto","150","150","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","240","240","","correto","3840","3840","","correto","3840","2940","900","incorreto","12600","12600","","correto",
"FUROSEMIDA 10 MG/ ML- AMPOLA","CAF",91.30,"0","0","","correto","1","1","","correto","3","3","","correto","3","3","","correto","3","3","","correto","9","9","","correto","3","3","","correto","15","15","","correto","120","120","","correto","0","0","","correto","100","100","","correto","20","20","","correto","20","20","","correto","20","20","","correto","30","30","","correto","20","20","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","15","15","","correto","360","360","","correto","360","145","215","incorreto","758","758","","correto",
"LEVODOPA + BENSERAZIDA 100/25MG - PROLOPA BD","CAF",91.30,"1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","5","5","","correto","11","11","","correto","3","3","","correto","12","12","","correto","120","120","","correto","90","90","","correto","75","75","","correto","75","75","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","16","16","","correto","360","360","","correto","360","300","60","incorreto","810","810","","correto",
"DERMACERIUM (SULFADIAZINA PRATA + CERIO)","CAF",91.30,"1","1","","correto","2","2","","correto","3","3","","correto","5","5","","correto","11","11","","correto","19","19","","correto","8","8","","correto","20","20","","correto","13","13","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","3","3","","correto","3","3","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","39","39","","correto","39","1","38","incorreto","91","91","","correto",
"METRONIDAZOL 40 MG/ML -  SUSPENSÃO ORAL","CAF",91.30,"0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","5","5","","correto","1","1","","correto","7","7","","correto","2","2","","correto","0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","6","6","","correto","6","0","6","incorreto","11","11","","correto",
"INELATTE 800DKM","CAF",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","3","3","","correto","0","0","","correto","8","8","","correto","30","30","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","30","30","","correto","0","0","","correto","30","30","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","240","240","","correto",
"DEXAMETASONA 2MG/ML- AMP","CAF",91.30,"4","4","","correto","5","5","","correto","7","7","","correto","8","8","","correto","13","13","","correto","33","33","","correto","11","11","","correto","51","51","","correto","300","300","","correto","75","75","","correto","100","100","","correto","100","100","","correto","100","100","","correto","60","60","","correto","100","100","","correto","100","100","","correto","100","100","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","100","100","","correto","1600","1600","","correto","1600","750","850","incorreto","5550","5550","","correto",
"FRALDA DESC GERIATRICA - XG","CAF",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","15","15","","correto","25","25","","correto","48","48","","correto","21","21","","correto","75","75","","correto","322","322","","correto","115","115","","correto","92","92","","correto","92","92","","correto","138","138","","correto","92","92","","correto","92","92","","correto","92","92","","correto","138","138","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","138","138","","correto","2208","2208","","correto","2208","1334","874","incorreto","9364","9364","","correto",
"METILDOPA 250 MG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","1590","1590","","correto","620","620","","correto","650","650","","correto","785","785","","correto","785","785","","correto","790","790","","correto","780","780","","correto","790","790","","correto","710","710","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","790","790","","correto","12640","12640","","correto","12640","3980","8660","incorreto","63200","63200","","correto",
"AMIODARONA 50MG/ML - AMP","CAF",91.30,"2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","11","11","","correto","3","3","","correto","16","16","","correto","12","12","","correto","4","4","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2","2","","correto","3","3","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","36","36","","correto","36","0","36","incorreto","60","60","","correto",
"SAIS P/REIDRATAÇÃO ORAL","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","436","436","","correto","155","155","","correto","145","145","","correto","164","164","","correto","160","160","","correto","154","154","","correto","123","123","","correto","156","156","","correto","134","134","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","164","164","","correto","2624","2624","","correto","2624","0","2624","incorreto","13578","13578","","correto",
"PREDNISOLONA 3MG/ML, FOSFATO SODICO DE","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","74","74","","correto","67","67","","correto","53","53","","correto","41","41","","correto","37","37","","correto","27","27","","correto","29","29","","correto","29","29","","correto","27","27","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","67","67","","correto","1072","1072","","correto","1072","653","419","incorreto","2528","2528","","correto",
"COMPLEXO B INJ","CAF",91.30,"3","3","","correto","5","5","","correto","9","9","","correto","11","11","","correto","19","19","","correto","37","37","","correto","15","15","","correto","66","66","","correto","750","750","","correto","200","200","","correto","100","100","","correto","100","100","","correto","100","100","","correto","120","120","","correto","100","100","","correto","180","180","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","200","200","","correto","3200","3200","","correto","3200","2200","1000","incorreto","10900","10900","","correto",
"TRAZODONA, CLORIDRATO 50MG","CAF",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto",
"PHOSFOENEMA 130ML","CAF",91.30,"3","3","","correto","7","7","","correto","10","10","","correto","14","14","","correto","22","22","","correto","41","41","","correto","18","18","","correto","66","66","","correto","11","11","","correto","2","2","","correto","2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","3","3","","correto","48","48","","correto","48","0","48","incorreto","281","281","","correto",
"INSULINA HUMANA REGULAR 100 UI/ML - CANETA","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","25","25","","correto","49","49","","correto","21","21","","correto","81","81","","correto","17","17","","correto","10","10","","correto","8","8","","correto","7","7","","correto","7","7","","correto","8","8","","correto","7","7","","correto","8","8","","correto","6","6","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","10","10","","correto","160","160","","correto","160","100","60","incorreto","535","535","","correto",
"AMOXICILINA + CLAVULANATO 500/125 MCG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","78","78","","correto","1007","1007","","correto","686","686","","correto","582","582","","correto","609","609","","correto","520","520","","correto","416","416","","correto","316","316","","correto","465","465","","correto","224","224","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","686","686","","correto","10976","10976","","correto","10976","10274","702","incorreto","21094","21094","","correto",
